v_x,v_y,v,aX,aY,a,pos_x,pos_y,msec,v_x/msec,v_y/msec,v/msec,aX/msec,aY/msec,a/msec,Mode
0,0.800010681,0.800010681,0,7.62939E-06,7.62939E-06,68.88751221,60.40001678,16.79999995,0,0.064516991,0.064516991,0,6.15274E-07,6.15274E-07,pen
0,4.799987793,4.799987793,0,3.999977112,3.999977112,68.88751221,65.20000458,16.20000005,0,0.38709579,0.38709579,0,0.3225788,0.3225788,pen
0.799987793,4.799995422,4.866203502,0.799987793,7.62939E-06,0.066215709,69.6875,70,14.39999998,0.064515145,0.387096406,0.392435767,0.064515145,6.15274E-07,0.005339977,pen
0,5.600006104,5.600006104,-0.799987793,0.800010681,0.733802601,69.6875,75.6000061,21.5,0,0.451613396,0.451613396,-0.064515145,0.064516991,0.059177629,pen
0,2.399993896,2.399993896,0,-3.200012207,-3.200012207,69.6875,78,15.69999993,0,0.193547895,0.193547895,0,-0.258065501,-0.258065501,pen
0,0,0,0,0,0,58.48748779,60.40001678,12.20000005,0,0,0,0,0,0,pen
0,0.799987793,0.799987793,0,0.799987793,0.799987793,58.48748779,61.20000458,11.39999998,0,0.064515145,0.064515145,0,0.064515145,0.064515145,pen
0.800018311,0,0.800018311,0.800018311,-0.799987793,3.05176E-05,59.2875061,61.20000458,12.10000002,0.064517606,0,0.064517606,0.064517606,-0.064515145,2.4611E-06,pen
4,-0.799987793,4.079213217,3.199981689,-0.799987793,3.279194906,63.2875061,60.40001678,17.39999998,0.322580646,-0.064515145,0.328968808,0.25806304,-0.064515145,0.264451203,pen
7.199981689,-3.200012207,7.879074467,3.199981689,-2.400024414,3.79986125,70.48748779,57.20000458,16.30000007,0.580643686,-0.258065501,0.635409232,0.25806304,-0.193550356,0.306440424,pen
8.800018311,-4.000003815,9.666455027,1.600036621,-0.799991608,1.78738056,79.2875061,53.20000076,17.5,0.709678897,-0.322580953,0.779552826,0.129035212,-0.064515452,0.144143594,pen
8,-3.200000763,8.616263975,-0.800018311,0.800003052,-1.050191052,87.2875061,50,18,0.645161292,-0.258064578,0.694859999,-0.064517606,0.064516375,-0.084692827,pen
0,0,0,0,0,0,94.48748779,26,14.10000002,0,0,0,0,0,0,pen
0,0,0,0,0,0,94.48748779,26,12,0,0,0,0,0,0,pen
0,0,0,0,0,0,94.48748779,26,11.5,0,0,0,0,0,0,pen
0,0,0,0,0,0,94.48748779,26,11,0,0,0,0,0,0,pen
0,2.400009155,2.400009155,0,2.400009155,2.400009155,94.48748779,28.40000916,15.80000007,0,0.193549126,0.193549126,0,0.193549126,0.193549126,pen
-1.599975586,4.799987793,5.059624955,-1.599975586,2.399978638,2.6596158,92.88751221,33.19999695,16.69999993,-0.129030289,0.38709579,0.408034271,-0.129030289,0.193546665,0.214485146,pen
-1.600006104,4,4.308134113,-3.05176E-05,-0.799987793,-0.751490843,91.2875061,37.19999695,16.30000007,-0.129032751,0.322580646,0.347430171,-2.4611E-06,-0.064515145,-0.0606041,pen
-3.200012207,4,5.122507016,-1.600006104,0,0.814372903,88.0874939,41.19999695,19.5999999,-0.258065501,0.322580646,0.413105405,-0.129032751,0,0.065675234,pen
-2.399993896,1.600006104,2.884439328,0.800018311,-2.399993896,-2.238067688,85.6875,42.80000305,16.5,-0.193547895,0.129032751,0.232616075,0.064517606,-0.193547895,-0.18048933,pen
-0.799987793,0,0.799987793,1.600006104,-1.600006104,-2.084451535,84.88751221,42.80000305,13.30000007,-0.064515145,0,0.064515145,0.129032751,-0.129032751,-0.168100931,pen
