pressure0,interval,gapX,gapY,gap,pos_x,pos_y,msec,v_x,v_y,v,aX,aY,a,Mode
0.2890625,77,-0.483764648,0,0.483764648,214.6801147,418.7676697,13.29999995,-0.036373282,0,0.036373282,-0.002734833,0,0.002734833,pen
0.493164063,162.4,0,-0.483673096,0.483673096,245.1537781,386.8429871,12.19999993,0,-0.039645336,0.039645336,0,-0.003249618,0.003249618,pen
0.34375,127.1999999,0,0.483703613,0.483703613,258.2138977,374.266571,11,0,0.043973056,0.043973056,0,0.003997551,0.003997551,pen
0.193359375,268.1,-0.967407227,1.451141357,1.744043572,285.3014832,368.9458008,12.10000002,-0.07995101,0.119929038,0.144135832,-0.006607521,0.009911491,0.011912052,pen
0.309570313,101.8,0.483703613,0.483703613,0.68406021,286.752594,366.5272522,11.89999998,0.040647363,0.040647363,0.057484051,0.003415745,0.003415745,0.004830593,pen
0.3984375,112.1999999,0.483703613,0,0.483703613,273.6924744,390.2289124,11.39999998,0.042430142,0,0.042430142,0.003721942,0,0.003721942,pen
0.349609375,142.4,0,0,0,270.7902527,398.9356384,14.10000002,0,0,0,0,0,0,pen
0.240234375,101.6,0,-0.483703613,0.483703613,273.2087708,402.8053284,11.69999993,0,-0.041342189,0.041342189,0,-0.00353352,0.00353352,pen
0.4609375,111.4,0,0,0,272.2413635,415.3817444,11.20000005,0,0,0,0,0,0,pen
0.4296875,8506,0,0,0,483.13797,316.2216492,12.29999995,0,0,0,0,0,0,pen
0.375,144.4,-0.483703613,0,0.483703613,490.3935852,331.2165833,13,-0.03720797,0,0.03720797,-0.002862152,0,0.002862152,pen
0.483398438,800.3,0,0,0,197.7503967,331.2165833,13.89999998,0,0,0,0,0,0,pen
0.682617188,118.8,0,0,0,183.2391663,333.6351013,12.20000005,0,0,0,0,0,0,pen
0.436523438,209,0,0,0,182.2717285,352.0160217,11.39999998,0,0,0,0,0,0,pen
0.416992188,139.7,-0.967407227,0.483734131,1.081607808,204.5222778,371.3643494,10.79999995,-0.089574744,0.044790197,0.100148872,-0.008293958,0.004147241,0.009273044,pen
0.470703125,515,-0.967346191,-0.967407227,1.368077262,480.2358093,373.2991638,11.9000001,-0.081289595,-0.081294724,0.114964475,-0.006831058,-0.006831489,0.00966088,pen
0.333984375,1804.6,-0.483703613,0,0.483703613,475.8823547,388.2940979,11.80000007,-0.040991831,0,0.040991831,-0.003473884,0,0.003473884,pen
0.149414063,58,-0.483703613,0,0.483703613,476.3660583,393.6148682,12.19999993,-0.039647837,0,0.039647837,-0.003249823,0,0.003249823,pen
0.26953125,113.5,0,0,0,468.6267395,405.7075806,11.20000005,0,0,0,0,0,0,pen
0.1953125,128.1,0,0.483703613,0.483703613,494.2632751,382.4895935,12.5,0,0.038696289,0.038696289,0,0.003095703,0.003095703,pen
